"ST","ASP","GLN","GLT","GLY","PGM","TKT","UNC","Source","UR_num","UR_bool","SampledDate","Number","Label","Year","month","YearMonth"
52,9,25,2,10,22,3,6,"Spent_hen",NA,NA,2009-05-07,4,"Other",2009,5,53
52,9,25,2,10,22,3,6,"Spent_hen",NA,NA,2009-05-07,4,"Other",2009,5,53
25,4,7,10,1,1,7,1,"Spent_hen",NA,NA,2009-05-07,4,"Other",2009,5,53
45,4,7,10,4,1,7,1,"Spent_hen",NA,NA,2009-05-07,4,"Other",2009,5,53
45,4,7,10,4,1,7,1,"Spent_hen",NA,NA,2009-05-07,4,"Other",2009,5,53
474,2,4,1,2,2,1,5,"Spent_hen",NA,NA,2009-05-07,4,"Other",2009,5,53
538,4,7,10,4,42,25,1,"Spent_hen",NA,NA,2009-05-07,4,"Other",2009,5,53
474,2,4,1,2,2,1,5,"Supplier Other",NA,NA,2005-07-01,1,"Poultry",2005,7,7
1911,7,84,5,10,119,178,26,"Turkey",NA,NA,2009-05-07,4,"Other",2009,5,53
1581,129,66,30,82,189,47,17,"Turkey",NA,NA,2009-04-30,4,"Other",2009,4,52
1581,129,66,30,82,189,47,17,"Turkey",NA,NA,2009-04-30,4,"Other",2009,4,52
520,2,1,12,88,2,1,5,"Supplier Other",NA,NA,2005-07-01,1,"Poultry",2005,7,7
4162,84,61,29,64,74,29,23,"Duck_poultry",NA,NA,2009-04-30,4,"Other",2009,4,52
4522,22,61,29,26,127,61,23,"Turkey",NA,NA,2009-04-30,4,"Other",2009,4,52
1581,129,66,30,82,189,47,17,"Turkey",NA,NA,2009-04-30,4,"Other",2009,4,52
42,1,2,3,4,5,9,3,"Supplier B",NA,NA,2009-04-09,1,"Poultry",2009,4,52
451,2,1,2,3,2,3,5,"Supplier Other",NA,NA,2005-06-22,1,"Poultry",2005,6,6
4340,8,52,57,26,74,29,287,"Duck_poultry",NA,NA,2009-04-09,4,"Other",2009,4,52
10071,2,997,57,26,997,61,23,"Duck_poultry",NA,NA,2009-04-09,4,"Other",2009,4,52
4340,8,52,57,26,74,29,287,"Duck_poultry",NA,NA,2009-04-09,4,"Other",2009,4,52
4510,2,52,57,26,74,29,6,"Duck_poultry",NA,NA,2009-04-09,4,"Other",2009,4,52
4340,8,52,57,26,74,29,287,"Duck_poultry",NA,NA,2009-04-03,4,"Other",2009,4,52
4515,2,146,57,26,126,29,35,"Duck_poultry",NA,NA,2009-04-03,4,"Other",2009,4,52
4515,2,146,57,26,126,29,35,"Duck_poultry",NA,NA,2009-04-03,4,"Other",2009,4,52
4340,8,52,57,26,74,29,287,"Duck_poultry",NA,NA,2009-04-03,4,"Other",2009,4,52
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2009-04-02,1,"Poultry",2009,4,52
583,4,7,10,4,42,51,1,"Supplier Other",NA,NA,2009-03-31,1,"Poultry",2009,3,51
3676,1,307,3,4,5,9,3,"Supplier Other",NA,NA,2009-03-31,1,"Poultry",2009,3,51
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2009-03-31,1,"Poultry",2009,3,51
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2009-03-31,1,"Poultry",2009,3,51
257,9,2,4,62,4,5,6,"Supplier A",NA,NA,2005-05-25,1,"Poultry",2005,5,5
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2009-03-31,1,"Poultry",2009,3,51
3725,37,1,57,26,107,29,35,"Duck_poultry",NA,NA,2009-03-20,4,"Other",2009,3,51
53,2,1,21,3,2,1,5,"Duck_poultry",NA,NA,2009-03-20,4,"Other",2009,3,51
3725,37,1,57,26,107,29,35,"Duck_poultry",NA,NA,2009-03-20,4,"Other",2009,3,51
3093,2,1,21,3,2,3,5,"Spent_hen",NA,NA,2009-03-18,4,"Other",2009,3,51
356,14,17,5,2,11,3,6,"Spent_hen",NA,NA,2009-03-18,4,"Other",2009,3,51
356,14,17,5,2,11,3,6,"Spent_hen",NA,NA,2009-03-18,4,"Other",2009,3,51
45,4,7,10,4,1,7,1,"Spent_hen",NA,NA,2009-03-18,4,"Other",2009,3,51
474,2,4,1,2,2,1,5,"Spent_hen",NA,NA,2009-03-20,4,"Other",2009,3,51
474,2,4,1,2,2,1,5,"Spent_hen",NA,NA,2009-03-20,4,"Other",2009,3,51
1581,129,66,30,82,189,47,17,"Turkey",NA,NA,2009-03-12,4,"Other",2009,3,51
4520,84,61,57,64,107,29,23,"Turkey",NA,NA,2009-03-06,4,"Other",2009,3,51
4521,2,61,292,26,107,25,23,"Duck_poultry",NA,NA,2009-03-06,4,"Other",2009,3,51
3725,37,1,57,26,107,29,35,"Duck_poultry",NA,NA,2009-02-24,4,"Other",2009,2,50
4341,22,146,29,26,487,25,23,"Duck_poultry",NA,NA,2009-02-12,4,"Other",2009,2,50
45,4,7,10,4,1,7,1,"Duck_poultry",NA,NA,2009-02-12,4,"Other",2009,2,50
4343,263,61,120,64,488,29,23,"Duck_poultry",NA,NA,2009-02-12,4,"Other",2009,2,50
4521,2,61,292,26,107,25,23,"Duck_poultry",NA,NA,2009-02-12,4,"Other",2009,2,50
4341,22,146,29,26,487,25,23,"Duck_poultry",NA,NA,2009-02-12,4,"Other",2009,2,50
4519,84,61,29,64,127,29,23,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
4520,84,61,57,64,107,29,23,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
4520,84,61,57,64,107,29,23,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
4520,84,61,57,64,107,29,23,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
1581,129,66,30,82,189,47,17,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
4519,84,61,29,64,127,29,23,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
190,2,1,5,3,2,3,5,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
1581,129,66,30,82,189,47,17,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
4035,84,61,29,368,127,29,23,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
4514,84,61,29,26,127,29,23,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
190,2,1,5,3,2,3,5,"Turkey",NA,NA,2009-02-12,4,"Other",2009,2,50
451,2,1,2,3,2,3,5,"Supplier Other",NA,NA,2005-06-21,1,"Poultry",2005,6,6
583,4,7,10,4,42,51,1,"Supplier B",NA,NA,2009-02-04,1,"Poultry",2009,2,50
45,4,7,10,4,1,7,1,"Supplier Other",NA,NA,2009-02-04,1,"Poultry",2009,2,50
4510,2,52,57,26,74,29,6,"Duck_poultry",NA,NA,2009-01-30,4,"Other",2009,1,49
4510,2,52,57,26,74,29,6,"Duck_poultry",NA,NA,2009-01-30,4,"Other",2009,1,49
4340,8,52,57,26,74,29,287,"Duck_poultry",NA,NA,2009-01-30,4,"Other",2009,1,49
4518,37,1,57,26,74,29,23,"Duck_poultry",NA,NA,2009-01-30,4,"Other",2009,1,49
4510,2,52,57,26,74,29,6,"Duck_poultry",NA,NA,2009-01-30,4,"Other",2009,1,49
4515,2,146,57,26,126,29,35,"Duck_poultry",NA,NA,2009-01-30,4,"Other",2009,1,49
4510,2,52,57,26,74,29,6,"Duck_poultry",NA,NA,2009-01-30,4,"Other",2009,1,49
4517,2,1,57,26,107,29,35,"Duck_poultry",NA,NA,2009-01-29,4,"Other",2009,1,49
257,9,2,4,62,4,5,6,"Supplier B",NA,NA,2005-05-25,1,"Poultry",2005,5,5
3609,2,4,12,2,7,1,5,"Supplier B",NA,NA,2005-05-25,1,"Poultry",2005,5,5
4511,37,1,57,26,74,24,35,"Duck_poultry",NA,NA,2009-01-29,4,"Other",2009,1,49
577,2,4,1,3,2,1,5,"Supplier B",NA,NA,2009-01-28,1,"Poultry",2009,1,49
4515,2,146,57,26,126,29,35,"Duck_poultry",NA,NA,2009-01-27,4,"Other",2009,1,49
4516,2,1,57,28,74,29,35,"Duck_poultry",NA,NA,2009-01-27,4,"Other",2009,1,49
4515,2,146,57,26,126,29,35,"Duck_poultry",NA,NA,2009-01-27,4,"Other",2009,1,49
4515,2,146,57,26,126,29,35,"Duck_poultry",NA,NA,2009-01-27,4,"Other",2009,1,49
45,4,7,10,4,1,7,1,"Supplier Other",NA,NA,2009-01-09,1,"Poultry",2009,1,49
354,8,10,2,2,11,12,6,"Supplier Other",NA,NA,2005-06-21,1,"Poultry",2005,6,6
3960,8,1,57,26,74,29,35,"Duck_poultry",NA,NA,2008-12-22,4,"Other",2008,12,48
190,2,1,5,3,2,3,5,"Duck_poultry",NA,NA,2008-12-22,4,"Other",2008,12,48
451,2,1,2,3,2,3,5,"Supplier Other",NA,NA,2005-06-21,1,"Poultry",2005,6,6
4514,84,61,29,26,127,29,23,"Turkey",NA,NA,2008-12-17,4,"Other",2008,12,48
45,4,7,10,4,1,7,1,"Turkey",NA,NA,2008-12-22,4,"Other",2008,12,48
1581,129,66,30,82,189,47,17,"Turkey",NA,NA,2008-12-22,4,"Other",2008,12,48
45,4,7,10,4,1,7,1,"Turkey",NA,NA,2008-12-22,4,"Other",2008,12,48
583,4,7,10,4,42,51,1,"Turkey",NA,NA,2008-12-22,4,"Other",2008,12,48
10064,2,52,57,996,74,29,6,"Duck_poultry",NA,NA,2008-12-16,4,"Other",2008,12,48
451,2,1,2,3,2,3,5,"Supplier Other",NA,NA,2005-06-20,1,"Poultry",2005,6,6
3962,2,131,57,26,107,29,35,"Duck_poultry",NA,NA,2008-12-16,4,"Other",2008,12,48
4513,17,146,8,5,8,29,4,"Duck_poultry",NA,NA,2008-12-16,4,"Other",2008,12,48
3230,33,39,30,322,104,85,17,"Duck_poultry",NA,NA,2008-12-16,4,"Other",2008,12,48
4510,2,52,57,26,74,29,6,"Duck_poultry",NA,NA,2008-12-16,4,"Other",2008,12,48
3725,37,1,57,26,107,29,35,"Duck_poultry",NA,NA,2008-12-16,4,"Other",2008,12,48
4512,37,52,57,26,74,29,23,"Duck_poultry",NA,NA,2008-12-16,4,"Other",2008,12,48
3960,8,1,57,26,74,29,35,"Duck_poultry",NA,NA,2008-12-15,4,"Other",2008,12,48
451,2,1,2,3,2,3,5,"Supplier Other",NA,NA,2005-06-20,1,"Poultry",2005,6,6
4510,2,52,57,26,74,29,6,"Duck_poultry",NA,NA,2008-12-15,4,"Other",2008,12,48
137,4,7,10,4,42,7,1,"Supplier A",NA,NA,2008-12-11,1,"Poultry",2008,12,48
61,1,4,2,2,6,3,17,"Supplier A",NA,NA,2008-12-11,1,"Poultry",2008,12,48
3725,37,1,57,26,107,29,35,"Duck_poultry",NA,NA,2008-12-11,4,"Other",2008,12,48
4511,37,1,57,26,74,24,35,"Duck_poultry",NA,NA,2008-12-11,4,"Other",2008,12,48
5647,2,52,57,26,74,29,35,"Duck_poultry",NA,NA,2008-12-11,4,"Other",2008,12,48
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2008-12-10,1,"Poultry",2008,12,48
451,2,1,2,3,2,3,5,"Supplier Other",NA,NA,2005-06-20,1,"Poultry",2005,6,6
422,2,1,5,3,2,5,5,"Supplier Other",NA,NA,2008-12-10,1,"Poultry",2008,12,48
422,2,1,5,3,2,5,5,"Supplier Other",NA,NA,2008-12-08,1,"Poultry",2008,12,48
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2008-12-08,1,"Poultry",2008,12,48
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2008-12-08,1,"Poultry",2008,12,48
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-11-21,1,"Poultry",2008,11,47
3721,8,10,149,2,1,12,6,"Supplier A",NA,NA,2008-11-14,1,"Poultry",2008,11,47
25,4,7,10,1,1,7,1,"Supplier A",NA,NA,2008-11-14,1,"Poultry",2008,11,47
61,1,4,2,2,6,3,17,"Supplier B",NA,NA,2008-11-14,1,"Poultry",2008,11,47
61,1,4,2,2,6,3,17,"Supplier B",NA,NA,2008-11-14,1,"Poultry",2008,11,47
61,1,4,2,2,6,3,17,"Supplier B",NA,NA,2008-11-14,1,"Poultry",2008,11,47
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2008-11-07,1,"Poultry",2008,11,47
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2008-10-31,1,"Poultry",2008,10,46
474,2,4,1,2,2,1,5,"Supplier A",NA,NA,2008-10-31,1,"Poultry",2008,10,46
1581,129,66,30,82,189,47,17,"Supplier A",NA,NA,2008-10-31,1,"Poultry",2008,10,46
451,2,1,2,3,2,3,5,"Supplier Other",NA,NA,2005-06-20,1,"Poultry",2005,6,6
3609,2,4,12,2,7,1,5,"Supplier B",NA,NA,2005-05-25,1,"Poultry",2005,5,5
474,2,4,1,2,2,1,5,"Supplier A",NA,NA,2008-09-19,1,"Poultry",2008,9,45
474,2,4,1,2,2,1,5,"Supplier A",NA,NA,2008-09-19,1,"Poultry",2008,9,45
474,2,4,1,2,2,1,5,"Supplier A",NA,NA,2008-09-19,1,"Poultry",2008,9,45
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-09-19,1,"Poultry",2008,9,45
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-09-12,1,"Poultry",2008,9,45
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-09-12,1,"Poultry",2008,9,45
474,2,4,1,2,2,1,5,"Supplier A",NA,NA,2008-09-04,1,"Poultry",2008,9,45
190,2,1,5,3,2,3,5,"Supplier A",NA,NA,2005-06-20,1,"Poultry",2005,6,6
53,2,1,21,3,2,1,5,"Supplier Other",NA,NA,2008-09-04,1,"Poultry",2008,9,45
53,2,1,21,3,2,1,5,"Supplier Other",NA,NA,2008-09-04,1,"Poultry",2008,9,45
474,2,4,1,2,2,1,5,"Supplier A",NA,NA,2008-08-28,1,"Poultry",2008,8,44
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-08-28,1,"Poultry",2008,8,44
474,2,4,1,2,2,1,5,"Supplier A",NA,NA,2008-08-20,1,"Poultry",2008,8,44
1581,129,66,30,82,189,47,17,"Supplier A",NA,NA,2008-08-20,1,"Poultry",2008,8,44
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-08-20,1,"Poultry",2008,8,44
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-08-20,1,"Poultry",2008,8,44
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2008-08-20,1,"Poultry",2008,8,44
257,9,2,4,62,4,5,6,"Supplier A",NA,NA,2008-08-08,1,"Poultry",2008,8,44
1581,129,66,30,82,189,47,17,"Supplier A",NA,NA,2008-07-29,1,"Poultry",2008,7,43
1581,129,66,30,82,189,47,17,"Supplier A",NA,NA,2008-07-29,1,"Poultry",2008,7,43
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2008-07-29,1,"Poultry",2008,7,43
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-07-29,1,"Poultry",2008,7,43
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-07-29,1,"Poultry",2008,7,43
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-07-29,1,"Poultry",2008,7,43
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2008-07-29,1,"Poultry",2008,7,43
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2008-07-23,1,"Poultry",2008,7,43
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-07-23,1,"Poultry",2008,7,43
3721,8,10,149,2,1,12,6,"Supplier A",NA,NA,2005-06-19,1,"Poultry",2005,6,6
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-07-23,1,"Poultry",2008,7,43
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2008-07-23,1,"Poultry",2008,7,43
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2008-07-23,1,"Poultry",2008,7,43
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2008-07-04,1,"Poultry",2008,7,43
696,2,1,4,28,58,25,58,"Supplier A",NA,NA,2008-07-04,1,"Poultry",2008,7,43
190,2,1,5,3,2,3,5,"Supplier A",NA,NA,2008-07-04,1,"Poultry",2008,7,43
696,2,1,4,28,58,25,58,"Supplier A",NA,NA,2008-06-30,1,"Poultry",2008,6,42
190,2,1,5,3,2,3,5,"Supplier A",NA,NA,2008-06-30,1,"Poultry",2008,6,42
992,2,59,4,27,126,29,23,"Supplier A",NA,NA,2008-06-13,1,"Poultry",2008,6,42
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2008-06-13,1,"Poultry",2008,6,42
992,2,59,4,27,126,29,23,"Supplier A",NA,NA,2008-06-13,1,"Poultry",2008,6,42
52,9,25,2,10,22,3,6,"Supplier A",NA,NA,2008-05-14,1,"Poultry",2008,5,41
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2008-05-07,1,"Poultry",2008,5,41
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2008-05-07,1,"Poultry",2008,5,41
50,2,1,12,3,2,1,5,"Supplier Other",NA,NA,2008-05-07,1,"Poultry",2008,5,41
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-04-28,1,"Poultry",2008,4,40
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-04-28,1,"Poultry",2008,4,40
520,2,1,12,88,2,1,5,"Supplier A",NA,NA,2005-05-16,1,"Poultry",2005,5,5
2345,2,4,5,2,2,5,5,"Supplier B",NA,NA,2008-03-12,1,"Poultry",2008,3,39
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2008-03-12,1,"Poultry",2008,3,39
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2008-03-12,1,"Poultry",2008,3,39
3105,7,276,5,2,135,68,26,"Supplier A",NA,NA,2008-03-12,1,"Poultry",2008,3,39
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2008-03-07,1,"Poultry",2008,3,39
3721,8,10,149,2,1,12,6,"Supplier A",NA,NA,2005-06-14,1,"Poultry",2005,6,6
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2008-02-15,1,"Poultry",2008,2,38
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2008-02-15,1,"Poultry",2008,2,38
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2008-02-15,1,"Poultry",2008,2,38
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2008-02-15,1,"Poultry",2008,2,38
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2008-02-11,1,"Poultry",2008,2,38
53,2,1,21,3,2,1,5,"Supplier Other",NA,NA,2008-02-11,1,"Poultry",2008,2,38
2535,10,2,107,62,120,76,1,"Supplier Other",NA,NA,2008-02-11,1,"Poultry",2008,2,38
53,2,1,21,3,2,1,5,"Supplier Other",NA,NA,2008-02-11,1,"Poultry",2008,2,38
53,2,1,21,3,2,1,5,"Supplier Other",NA,NA,2008-02-11,1,"Poultry",2008,2,38
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2008-02-08,1,"Poultry",2008,2,38
474,2,4,1,2,2,1,5,"Supplier A",NA,NA,2008-02-08,1,"Poultry",2008,2,38
257,9,2,4,62,4,5,6,"Supplier A",NA,NA,2008-02-08,1,"Poultry",2008,2,38
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2008-02-08,1,"Poultry",2008,2,38
257,9,2,4,62,4,5,6,"Supplier B",NA,NA,2008-01-29,1,"Poultry",2008,1,37
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2008-01-29,1,"Poultry",2008,1,37
474,2,4,1,2,2,1,5,"Supplier Other",NA,NA,2008-01-29,1,"Poultry",2008,1,37
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2008-01-15,1,"Poultry",2008,1,37
474,2,4,1,2,2,1,5,"Supplier Other",NA,NA,2008-01-29,1,"Poultry",2008,1,37
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-01-15,1,"Poultry",2008,1,37
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2008-01-15,1,"Poultry",2008,1,37
3721,8,10,149,2,1,12,6,"Supplier A",NA,NA,2005-06-14,1,"Poultry",2005,6,6
2345,2,4,5,2,2,5,5,"Supplier B",NA,NA,2008-01-15,1,"Poultry",2008,1,37
53,2,1,21,3,2,1,5,"Supplier Other",NA,NA,2008-01-07,1,"Poultry",2008,1,37
53,2,1,21,3,2,1,5,"Supplier A",NA,NA,2008-01-07,1,"Poultry",2008,1,37
53,2,1,21,3,2,1,5,"Supplier A",NA,NA,2008-01-07,1,"Poultry",2008,1,37
53,2,1,21,3,2,1,5,"Supplier A",NA,NA,2008-01-07,1,"Poultry",2008,1,37
53,2,1,21,3,2,1,5,"Supplier A",NA,NA,2008-01-07,1,"Poultry",2008,1,37
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2007-12-17,1,"Poultry",2007,12,36
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2007-12-17,1,"Poultry",2007,12,36
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2007-12-17,1,"Poultry",2007,12,36
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2007-12-17,1,"Poultry",2007,12,36
53,2,1,21,3,2,1,5,"Supplier B",NA,NA,2007-12-17,1,"Poultry",2007,12,36
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2007-12-10,1,"Poultry",2007,12,36
583,4,7,10,4,42,51,1,"Supplier Other",NA,NA,2007-12-03,1,"Poultry",2007,12,36
45,4,7,10,4,1,7,1,"Supplier Other",NA,NA,2007-12-03,1,"Poultry",2007,12,36
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2007-12-03,1,"Poultry",2007,12,36
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2007-12-03,1,"Poultry",2007,12,36
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2007-12-03,1,"Poultry",2007,12,36
45,4,7,10,4,1,7,1,"Supplier Other",NA,NA,2007-11-26,1,"Poultry",2007,11,35
45,4,7,10,4,1,7,1,"Supplier Other",NA,NA,2007-11-26,1,"Poultry",2007,11,35
474,2,4,1,2,2,1,5,"Supplier A",NA,NA,2007-11-26,1,"Poultry",2007,11,35
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2007-11-26,1,"Poultry",2007,11,35
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2005-06-12,1,"Poultry",2005,6,6
53,2,1,21,3,2,1,5,"Supplier A",NA,NA,2007-11-26,1,"Poultry",2007,11,35
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2007-11-14,1,"Poultry",2007,11,35
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2007-11-14,1,"Poultry",2007,11,35
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2007-11-14,1,"Poultry",2007,11,35
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2007-11-14,1,"Poultry",2007,11,35
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2007-11-12,1,"Poultry",2007,11,35
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2007-11-12,1,"Poultry",2007,11,35
48,2,4,1,2,7,1,5,"Supplier Other",NA,NA,2007-11-04,1,"Poultry",2007,11,35
583,4,7,10,4,42,51,1,"Supplier Other",NA,NA,2007-11-04,1,"Poultry",2007,11,35
354,8,10,2,2,11,12,6,"Supplier A",NA,NA,2007-11-04,1,"Poultry",2007,11,35
451,2,1,2,3,2,3,5,"Supplier Other",NA,NA,2005-05-16,1,"Poultry",2005,5,5
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2007-11-04,1,"Poultry",2007,11,35
50,2,1,12,3,2,1,5,"Supplier B",NA,NA,2007-10-29,1,"Poultry",2007,10,34
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2007-10-29,1,"Poultry",2007,10,34
2397,184,39,30,82,113,43,17,"Supplier B",NA,NA,2007-10-29,1,"Poultry",2007,10,34
50,2,1,12,3,2,1,5,"Supplier A",NA,NA,2007-10-15,1,"Poultry",2007,10,34
658,2,4,2,4,19,3,6,"Supplier Other",NA,NA,2007-10-29,1,"Poultry",2007,10,34
474,2,4,1,2,2,1,5,"Supplier A",NA,NA,2007-10-15,1,"Poultry",2007,10,34
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2007-10-08,1,"Poultry",2007,10,34
53,2,1,21,3,2,1,5,"Supplier A",NA,NA,2007-10-08,1,"Poultry",2007,10,34
53,2,1,21,3,2,1,5,"Supplier A",NA,NA,2007-10-08,1,"Poultry",2007,10,34
45,4,7,10,4,1,7,1,"Supplier A",NA,NA,2007-10-08,1,"Poultry",2007,10,34
48,2,4,1,2,7,1,5,"Supplier Other",NA,NA,2007-10-08,1,"Poultry",2007,10,34
48,2,4,1,2,7,1,5,"Supplier Other",NA,NA,2007-10-08,1,"Poultry",2007,10,34
257,9,2,4,62,4,5,6,"Supplier A",NA,NA,2007-09-17,1,"Poultry",2007,9,33
50,2,1,12,3,2,1,5,"Supplier A",NA,NA,2007-09-17,1,"Poultry",2007,9,33
1581,129,66,30,82,189,47,17,"Supplier A",NA,NA,2007-09-17,1,"Poultry",2007,9,33
583,4,7,10,4,42,51,1,"Supplier Other",NA,NA,2007-09-03,1,"Poultry",2007,9,33
2345,2,4,5,2,2,5,5,"Supplier B",NA,NA,2007-09-03,1,"Poultry",2007,9,33
48,2,4,1,2,7,1,5,"Supplier B",NA,NA,2007-09-03,1,"Poultry",2007,9,33
2406,4,7,10,4,1,7,4,"Supplier Other",NA,NA,2007-08-27,1,"Poultry",2007,8,32
45,4,7,10,4,1,7,1,"Supplier Other",NA,NA,2007-08-27,1,"Poultry",2007,8,32
3072,33,39,30,82,104,173,68,"Supplier Other",NA,NA,2007-08-27,1,"Poultry",2007,8,32
233,2,7,10,4,1,7,1,"Supplier Other",NA,NA,2007-08-27,1,"Poultry",2007,8,32
3072,33,39,30,82,104,173,68,"Supplier Other",NA,NA,2007-08-27,1,"Poultry",2007,8,32
10085,429,344,87,699,995,280,465,"Supplier A",NA,NA,2007-08-20,1,"Poultry",2007,8,32
257,9,2,4,62,4,5,6,"Supplier Other",NA,NA,2007-08-13,1,"Poultry",2007,8,32
2397,184,39,30,82,113,43,17,"Supplier A",NA,NA,2007-08-13,1,"Poultry",2007,8,32
2397,184,39,30,82,113,43,17,"Supplier A",NA,NA,2007-08-13,1,"Poultry",2007,8,32
45,4,7,10,4,1,7,1,"Supplier Other",NA,NA,2005-06-11,1,"Poultry",2005,6,6
2397,184,39,30,82,113,43,17,"Supplier A",NA,NA,2007-08-13,1,"Poultry",2007,8,32
2397,184,39,30,82,113,43,17,"Supplier B",NA,NA,2007-07-23,1,"Poultry",2007,7,31
2397,184,39,30,82,113,43,17,"Supplier B",NA,NA,2007-07-23,1,"Poultry",2007,7,31
2397,184,39,30,82,113,43,17,"Supplier B",NA,NA,2007-07-23,1,"Poultry",2007,7,31
2397,184,39,30,82,113,43,17,"Supplier B",NA,NA,2007-07-23,1,"Poultry",2007,7,31
2397,184,39,30,82,113,43,17,"Supplier B",NA,NA,2007-07-23,1,"Poultry",2007,7,31
52,9,25,2,10,22,3,6,"Supplier A",NA,NA,2007-07-16,1,"Poultry",2007,7,31
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2007-07-16,1,"Poultry",2007,7,31
45,4,7,10,4,1,7,1,"Supplier Other",NA,NA,2007-07-16,1,"Poultry",2007,7,31
45,4,7,10,4,1,7,1,"Supplier Other",NA,NA,2007-07-16,1,"Poultry",2007,7,31
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2007-07-10,1,"Poultry",2007,7,31
583,4,7,10,4,42,51,1,"Supplier A",NA,NA,2007-07-10,1,"Poultry",2007,7,31
190,2,1,5,3,2,3,5,"Supplier A",NA,NA,2007-07-10,1,"Poultry",2007,7,31
